i,j
17141,17201
17141,17007
21121,21013
21121,21051
21203,21079
21203,21109
21203,21151
17177,55045
17177,17201
17075,18007
17075,17091
17075,18111
21013,21051
21013,51105
21013,21095
21013,21131
38099,38067
38099,27089
45035,45019
45035,45015
18109,18063
18109,18081
18109,18097
18171,18007
18171,18157
21079,21113
21079,21151
45083,37149
45083,45087
45083,45021
45083,37161
17063,17093
17063,17091
17063,17197
27097,27095
27097,27035
27097,27021
27003,27163
27003,27059
27003,27025
27163,55093
27163,55109
27163,27025
27163,55095
27159,27057
27159,27021
37021,37115
37021,37161
37021,37199
37021,37111
55093,55109
55093,55091
55093,55033
45017,45079
45017,45027
45017,45085
18107,18063
18107,18157
18107,18011
18107,18023
37115,47059
37115,37199
37115,47171
37149,37161
21223,21103
21223,18077
21223,21041
45087,45039
45087,45021
45087,45023
45087,45091
21113,21239
21113,21151
21113,21067
21239,21073
21239,21067
21239,21209
18063,18011
18063,18097
45019,45015
45019,45043
18005,18079
18005,18081
18005,18145
18005,18031
21103,21073
21103,21041
21103,21187
55049,55045
55049,55103
55049,55111
55049,55025
47067,47073
47067,51105
47067,51169
27087,27119
27087,27029
18077,18079
18077,21041
18077,18155
18077,18137
21073,21187
21073,21209
55123,55063
55123,55103
55123,55081
55123,55111
55123,55057
18079,18031
18079,18137
17093,17037
17093,17197
17093,17089
17093,17043
21109,21151
21109,21051
21109,21065
21109,21189
21109,21129
17037,17201
17037,17089
17037,17007
17037,17111
27119,27125
27119,27029
27119,27113
27119,27089
47059,47073
47059,47171
47059,47179
18007,18157
18007,18111
18007,18181
18007,18073
27059,27095
27059,27025
27059,27065
27059,27115
55011,55091
55011,55121
55011,55035
45079,45039
45079,45085
45079,45055
18081,18097
18081,18145
17091,17197
17091,18111
17091,18089
21151,21067
21151,21065
21151,21049
55063,55121
55063,55081
55063,55053
55045,17201
55045,55105
55045,55025
21051,21131
21051,21189
21051,21193
55103,55111
17201,17007
17201,55105
45039,45023
45039,45055
45039,45057
55109,55033
55109,55095
55109,55005
27095,27035
27095,27065
27095,27001
21041,21187
21041,18155
21041,21077
47073,47179
47073,51169
47073,47163
18157,18023
18157,18181
18157,18015
21067,21209
21067,21049
21067,21017
55091,55033
55091,55035
51105,21095
51105,51169
51105,51195
45021,37161
45021,37045
45021,45091
37161,37111
37161,37045
37161,37023
18011,18097
18011,18023
18011,18057
38067,27089
38067,27069
17197,17043
17197,18089
17197,17031
21187,21209
21187,21077
21187,21081
55121,55053
55121,55035
27025,27065
27025,55095
27025,27115
27025,55013
21095,21131
21095,21193
21095,21133
21095,51195
18097,18145
18097,18057
18097,18059
37199,37111
37199,47171
37199,37121
18111,18073
18111,18089
45015,45027
45015,45089
45015,45043
21209,21017
21209,21081
21209,21097
21131,21193
21065,21049
21065,21129
21065,21197
27125,27113
21189,21129
21189,21193
21189,21025
18145,18031
18145,18059
18145,18139
17089,17043
17089,17111
17089,17031
37111,37121
37111,37023
37111,37011
45023,45091
45023,45057
47171,47179
47171,37121
47171,47019
17007,55105
17007,17111
17007,55127
18155,18137
18155,21077
18155,18115
18155,21015
27057,27029
27057,27021
27057,27007
27035,27021
27035,27001
18031,18137
18031,18139
18031,18047
45027,45085
45027,45089
45027,45041
21049,21197
21049,21017
21049,21173
27065,27115
27065,27001
18137,18115
18137,18029
18137,18047
45085,45055
45085,45061
45085,45041
47179,47019
47179,47163
18023,18057
18023,18015
18023,18159
18023,18067
21077,21081
21077,21015
21129,21197
21129,21025
21129,21237
55033,55095
55033,55035
55033,55005
55033,55017
55081,55053
55081,55057
55105,55025
55105,55127
55105,55055
37045,45091
37045,37023
37045,37071
37045,37109
37121,47019
37121,37011
55111,55025
55111,55057
55111,55021
55111,55001
27029,27113
27029,27007
18115,18029
18115,21015
17043,17031
18181,18073
18181,18015
18181,18131
18181,18017
21197,21173
21197,21237
21197,21165
21017,21097
21017,21173
21017,21181
21017,21011
45091,45057
45091,37071
45091,37119
55095,55005
55095,55013
27113,27089
27113,27007
18073,18089
18073,18131
18073,18127
18073,18149
18073,18091
21081,21097
21081,21015
21081,21191
21081,21117
45055,45061
45055,45057
45055,45031
45055,45025
55025,55021
55025,55055
55025,55027
21193,21025
21193,21133
21193,21119
18057,18059
18057,18159
18057,18095
18059,18139
18059,18095
18059,18065
18015,18067
18015,18017
27089,27069
27089,27007
27089,27135
27021,27001
27021,27007
27021,27061
21097,21181
21097,21191
21097,21201
21097,21023
21173,21181
21173,21165
21173,21011
17111,55127
17111,17031
17111,17097
17111,55059
51169,47163
51169,51195
51169,51191
51169,51167
55053,55035
55053,55057
55053,55019
55053,55141
18139,18047
18139,18041
18139,18065
18029,21015
18029,18047
18029,39061
18029,39017
37023,37011
37023,37109
37023,37027
37023,37035
55035,55017
55035,55019
21025,21237
21025,21119
21025,21153
21015,21117
21015,39061
27069,27135
18089,17031
18089,18127
45061,45041
45061,45031
45057,37119
45057,37179
45057,45025
47019,37011
47019,47163
47019,47091
21237,21165
21237,21153
21237,21175
37011,37027
37011,37189
37011,47091
47163,47091
47163,51191
18159,18067
18159,18095
18159,18053
21133,51195
21133,21119
21133,21195
21181,21011
21181,21201
21181,21069
37071,37109
37071,37119
21191,21117
21191,21037
21191,21023
21191,39025
45089,45043
45089,45041
45089,45067
18047,18041
18047,39061
18047,18161
18047,39017
55057,55021
55057,55001
55057,55141
21165,21011
21165,21175
21165,21205
21117,21037
21117,39061
51195,51051
51195,51167
51195,21195
55127,55055
55127,55133
55127,55059
55127,55101
21011,21069
21011,21205
18067,18017
18067,18103
18067,18053
17031,18127
17031,17097
17031,26021
21119,21153
21119,21071
21119,21195
27115,27001
27115,55013
27115,27017
27115,55031
18131,18017
18131,18149
18131,18049
18131,18099
21201,21023
21201,21069
21201,21161
37109,37035
37109,37119
37109,37097
27001,27017
27001,27061
27001,27137
18041,18065
18041,18161
18041,18177
18017,18103
18017,18049
18095,18065
18095,18035
18095,18053
55005,55013
55005,55017
55005,55129
55005,55107
55005,55113
55013,55129
55013,55031
18065,18035
18065,18177
18065,18135
55021,55001
55021,55077
55021,55027
55021,55047
55017,55019
55017,55107
55017,55119
21037,39061
21037,39025
18127,18149
18127,18091
18127,26021
55055,55133
55055,55027
37027,37035
37027,37189
37027,37003
37027,37193
21023,21161
21023,39025
21023,39015
45043,45067
45043,45051
27007,27135
27007,27061
27007,27077
27007,27071
37035,37003
37035,37097
37119,37179
37119,37025
37119,37097
37189,47091
37189,37009
37189,37193
39061,39017
39061,39025
39061,39165
21153,21175
21153,21071
21153,21115
21069,21161
21069,21205
21069,21135
21175,21205
21175,21063
21175,21115
21175,21127
47091,51191
47091,37009
47091,51077
55001,55077
55001,55141
55001,55137
55001,55097
18161,18177
18161,39017
18161,39135
45041,45031
45041,45067
45041,45069
45041,45033
37179,45025
37179,37025
37179,37007
37179,37167
45031,45025
45031,45069
18149,18049
18149,18091
18149,18099
18149,18141
21161,39015
21161,21135
21161,39001
55019,55141
55019,55119
55019,55073
18103,18049
18103,18053
18103,18169
21205,21063
21205,21135
21205,21043
45025,37007
45025,45069
45025,37153
51051,51167
51051,21195
51051,51027
18035,18053
18035,18135
18035,18009
18035,18075
21071,21115
21071,21195
21071,21159
18049,18169
18049,18099
18049,18085
55077,55047
55077,55137
18177,39135
18177,18135
18177,39037
39017,39135
39017,39165
39017,39113
51191,51167
51191,51173
51191,51077
18053,18169
18053,18009
18053,18069
18053,18179
39025,39015
39025,39165
39025,39027
37003,37097
37003,37193
18091,26021
18091,18141
51167,51027
51167,51173
51167,51185
27135,27077
55141,55097
55141,55073
55133,55027
55133,55131
55133,55101
55133,55079
55133,55089
55129,55107
55129,55113
55129,55031
55129,55007
21063,21043
21063,21127
21115,21159
21115,21127
39015,39001
39015,39071
39015,39027
55027,55047
55027,55131
55027,55039
37009,37193
37009,37005
37009,51077
27017,55031
27017,27137
17097,26021
17097,55059
17097,26159
17097,26005
37025,37097
37025,37167
37025,37159
39135,39113
39135,39037
18169,18069
18169,18085
18169,18183
55107,55119
55107,55113
55107,55099
37097,37193
37097,37159
37097,37059
37097,37197
21195,51027
21195,21159
21195,54059
18099,18141
18099,18085
18099,18039
45067,45051
45067,45033
21135,21043
21135,39001
21135,21089
21135,39145
26021,18141
26021,26027
26021,26159
55047,55137
55047,55039
55047,55139
18135,18075
18135,39037
37007,45069
37007,37167
37007,37153
37007,37123
18009,18075
18009,18179
37193,37005
37193,37197
37193,37171
39165,39113
39165,39027
39165,39057
21043,21127
21043,21089
21043,21019
27061,27071
27061,27137
45069,45033
45069,37153
45069,37165
45069,37155
51027,54059
51027,51185
51027,54047
55137,55097
55137,55139
55137,55135
21159,21127
21159,54059
21159,54099
37167,37159
37167,37153
37167,37123
37167,37057
37159,37059
37159,37123
37159,37057
55059,55101
55059,26005
21127,21019
21127,54099
39001,39071
39001,39145
39001,39131
18069,18179
18069,18183
18069,18003
55119,55073
55119,55099
55119,55069
51173,51077
51173,51185
51173,51197
51173,51021
18141,18039
18141,26027
45051,45033
45051,37155
45051,37047
45051,37019
45033,37155
45033,37047
18085,18183
18085,18039
18085,18113
18075,39037
18075,18179
18075,18001
18075,39107
55131,55039
55131,55079
55131,55089
55131,55117
39113,39037
39113,39057
39113,39109
39113,39023
55097,55073
55097,55135
55097,55115
37005,51077
37005,37171
39037,39109
39037,39107
39037,39149
55101,55079
55101,26005
55101,26139
55113,55031
55113,55099
55113,55007
55113,55003
18179,18001
18179,18003
55031,27137
55031,55007
55031,27075
51077,37171
51077,51197
51077,51035
39071,39027
39071,39131
39071,39047
39071,39141
37153,37123
37153,37165
37153,37093
37153,37125
39027,39057
39027,39047
37059,37197
37059,37057
37059,37067
55039,55139
55039,55015
55039,55117
54059,54099
54059,54047
54059,54045
54059,54109
54059,54043
21089,21019
21089,39145
21089,39087
51185,54047
51185,51021
51185,54055
18183,18113
18183,18003
27077,27071
37197,37171
37197,37067
55073,55135
55073,55069
55073,55115
55073,55067
21019,54099
21019,39087
37123,37057
37123,37125
37123,37151
37165,37155
37165,37093
37165,37125
55079,55089
55079,26139
55079,26121
54099,39087
54099,54043
54099,54011
39057,39047
39057,39023
39057,39097
55139,55135
55139,55015
55139,55087
18039,26027
18039,18113
18039,18087
18039,26149
54047,54109
54047,54055
39109,39023
39109,39149
39109,39021
39145,39131
39145,39087
39145,39079
18001,39107
18001,18003
18001,39161
37057,37067
37057,37151
37057,37081
39107,39149
39107,39161
39107,39011
37171,37067
37171,51035
37171,37169
37171,51141
54045,54109
54045,54043
54045,54005
55135,55087
55135,55115
51197,51021
51197,51035
51197,51155
37155,37047
37155,37093
37155,37017
37155,37051
27071,27137
26027,26159
26027,26149
26027,26077
55099,55069
55099,55003
55099,55085
55099,55051
55099,55125
39131,39141
39131,39079
18113,18003
18113,18087
18113,18033
18113,18151
18003,39161
18003,18033
18003,39125
18003,39039
26159,26005
26159,26149
26159,26077
39047,39141
39047,39097
39047,39129
55089,55117
55089,26121
55089,26127
26005,26139
26005,26077
26005,26015
26005,26081
37067,37169
37067,37081
37067,37157
39087,54011
39087,39079
39087,39053
51021,54055
51021,51155
51021,51071
39023,39021
39023,39097
39149,39011
39149,39021
39149,39091
37047,37019
37047,37017
37047,37141
54109,54005
54109,54055
54109,54081
54043,54011
54043,54005
54043,54079
54043,54039
37093,37125
37093,37051
51035,51155
51035,51141
51035,51063
37125,37151
37125,37051
37125,37105
37125,37037
37125,37085
55069,55067
55069,55085
37151,37081
37151,37037
37151,37001
55015,55117
55015,55087
55015,55009
55015,55071
54011,39053
54011,54079
54011,54053
18087,18033
18087,26149
18087,18151
18087,26023
39141,39079
39141,39129
39141,39163
39141,39073
39161,39011
39161,39125
39161,39003
39161,39137
55117,26127
55117,55071
55117,26105
27137,27075
55087,55115
55087,55009
39011,39091
39011,39003
39011,39065
55007,55003
55007,27075
39021,39097
39021,39091
39021,39159
54005,54081
54005,54039
37169,37081
37169,51141
37169,37157
37169,51089
37019,37129
37019,37141
54055,54081
54055,51071
54055,54089
39079,39053
39079,39163
18033,18151
18033,39039
18033,39171
26139,26121
26139,26081
26149,26077
26149,26023
26149,26025
55115,55067
55115,55078
55115,55009
55115,55083
39097,39129
39097,39159
39097,39049
51155,51071
51155,51063
51155,51121
39053,54053
39053,39163
39053,39105
37017,37051
37017,37163
37017,37141
39125,39039
39125,39137
37081,37157
37081,37001
51141,51063
51141,51089
51141,51067
54081,54039
54081,54089
54081,54019
39129,39049
39129,39073
39129,39045
39091,39159
39091,39065
54079,54053
54079,54039
54079,54035
37051,37085
37051,37163
39003,39137
39003,39065
39003,39063
37105,37037
37105,37085
18151,26023
18151,39171
18151,26059
55067,55078
55067,55085
55067,55083
55067,55041
55003,55051
55003,27075
55003,26053
55003,27031
55003,26131
26121,26127
26121,26081
26121,26123
51071,54089
51071,51121
51071,54063
51071,51045
55078,55083
51063,51121
51063,51161
51063,51067
55085,55125
55085,55041
54053,39105
54053,54035
39163,39073
39163,39105
39163,39009
26077,26023
26077,26025
26077,26015
37037,37085
37037,37001
37037,37135
37037,37063
37037,37183
55051,55125
55051,26053
55009,55071
55009,55083
55009,55061
55009,55029
39039,39137
39039,39171
39039,39069
37157,51089
37157,37001
37157,37033
37157,51143
51089,51067
51089,51143
54039,54019
54039,54035
54039,54087
54039,54015
54039,54067
26023,26059
26023,26025
39137,39069
39137,39063
39137,39173
37085,37163
37085,37183
37085,37101
54089,54019
54089,54063
54089,54025
39159,39049
39159,39065
39159,39041
39159,39101
37129,37141
37001,37135
37001,37033
51121,51161
51121,51045
39049,39045
39049,39041
39049,39089
39065,39063
39065,39101
39065,39175
39171,26059
39171,39069
39171,39051
39073,39045
39073,39009
39073,39127
26127,26105
26127,26123
26127,26085
54019,54067
54019,54025
55071,26105
55071,55061
55071,26101
39105,54035
39105,39009
39105,54107
37163,37141
37163,37061
37163,37101
37163,37191
27075,27031
39045,39127
39045,39089
54063,51045
54063,54025
54063,51005
55125,26053
55125,55041
55125,26071
55083,55041
55083,55075
55083,55029
54035,54087
54035,54105
54035,54107
37141,37061
37141,37133
26059,26025
26059,39051
26059,26091
26059,26075
39041,39101
39041,39089
39041,39117
39041,39083
39069,39063
39069,39051
39069,39173
39069,39095
26025,26015
26025,26045
26025,26075
37135,37033
37135,37063
37135,37145
39009,39127
39009,54107
39009,39115
39009,39167
51161,51067
51161,51045
51161,51023
51161,51019
51067,51143
51067,51019
39063,39175
39063,39173
39063,39147
26015,26081
26015,26045
26015,26067
37033,51143
37033,37145
37033,51083
26053,26071
26053,26131
55041,55075
55041,55037
55041,26071
51045,51023
51045,51005
39101,39175
39101,39117
39101,39033
54087,54015
54087,54105
54087,54013
26105,26123
26105,26101
26105,26085
54015,54067
54015,54013
54015,54007
39051,26091
39051,39095
39127,39089
39127,39115
39127,39119
37063,37183
37063,37145
37063,37077
39175,39033
39175,39147
37183,37101
37183,37077
37183,37069
37183,37127
37061,37191
37061,37133
37061,37107
37061,37103
26081,26123
26081,26067
26081,26117
54067,54025
54067,54007
54067,54101
37101,37191
37101,37069
37101,37195
37101,37127
55061,26101
55061,55029
55061,26019
54025,51005
54025,54101
54025,54075
54025,51017
39089,39083
39089,39119
39089,39031
54105,54107
54105,54013
54105,54085
51143,51019
51143,51083
51143,51031
39117,39033
39117,39083
39117,39139
39173,39147
39173,39143
39173,39095
39173,39123
54107,39167
54107,54085
54107,54073
55075,55037
55075,55029
55075,26109
55075,26043
37145,37077
37145,51083
39115,39167
39115,39119
39115,39121
26045,26075
26045,26067
26045,26065
26045,26037
54013,54007
54013,54021
54013,54085
26091,26075
26091,39095
26091,26161
26091,26115
26075,26065
26075,26161
26075,26093
37191,37107
37191,37195
37191,37079
37133,37103
37133,37031
26123,26117
26123,26085
26123,26107
26123,26133
55037,26071
55037,26043
39033,39147
39033,39139
39033,39077
26067,26117
26067,26037
26067,26057
51023,51005
51023,51019
51023,51163
51005,51017
51005,51163
26101,26085
26101,26019
26101,26165
26101,26055
39083,39139
39083,39031
39083,39005
39083,39075
39147,39143
39147,39077
39167,54073
39167,39121
39167,54095
39167,39111
37077,51083
37077,37069
37077,37181
37077,51117
51019,51031
51019,51163
51019,51009
39119,39121
39119,39031
39119,39059
54007,54021
54007,54101
54007,54041
27031,26131
27031,26083
26071,26131
26071,26043
26071,26013
26071,26061
26071,26103
51083,51031
51083,51037
51083,51117
54021,54085
54021,54041
54021,54017
37107,37103
37107,37079
37107,37049
37107,37147
54085,54073
54085,54017
54085,54095
54101,54075
54101,54041
54101,54097
54101,54083
39143,39123
39143,39077
39143,39043
39095,26115
39095,39123
37069,37181
37069,37127
37069,37185
37069,37083
39139,39077
39139,39005
26117,26107
26117,26037
26117,26057
26117,26073
54073,54095
26065,26037
26065,26093
26065,26155
55029,26019
55029,26109
55029,26041
55029,26089
37195,37079
37195,37127
37195,37147
37195,37065
37103,37049
37103,37031
26085,26107
26085,26133
26085,26165
37079,37147
